MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	10.008789	s	2/4/2020 10:44:20 AM
Axial Displacement	Axial Force	Time	Axial Extensometer
mm	N	s	mm
-0.0013455749	173.10178	0.017578125	-0.00035076155
-0.0017881393	169.61909	0.02734375	-0.00034739496
-0.00081807375	172.94905	0.037109375	-0.00034633232
-0.0016853213	176.49365	0.046875	-0.00032326241
-0.0013947487	183.49615	0.056640625	-0.00021527194
-0.00061243773	193.25537	0.06640625	-0.00021309497
-0.00084936619	229.42888	0.076171875	-0.00014768702
0.00061243773	281.93112	0.0859375	-4.9178198e-05
0.0017657876	373.23334	0.095703125	0.00033028884
0.0034600496	479.94034	0.10546875	0.0006913353
0.0062450767	602.16034	0.11523438	0.0010523396
0.0088110566	720.04297	0.125	0.0014230107
0.010165572	840.89905	0.13476563	0.0018365008
0.012557209	958.58191	0.14453125	0.0020655571
0.014483929	1077.1349	0.15429688	0.0024558397
0.016464293	1194.1639	0.1640625	0.0028405949
0.019454956	1305.7271	0.17382813	0.003139542
0.021024048	1409.0179	0.18359375	0.0035546562
0.022150576	1514.6068	0.19335938	0.0037153508
0.02592802	1611.7504	0.203125	0.0041824249
0.024926662	1710.5499	0.21289063	0.004477249
0.027483702	1803.1337	0.22265625	0.0047185146
0.029419363	1891.9042	0.23242188	0.005029948
0.031028688	1979.6337	0.2421875	0.0052576326
0.032959878	2072.0186	0.25195313	0.0055484874
0.033867359	2155.2263	0.26171875	0.0058519491
0.03619194	2241.615	0.27148438	0.006067859
0.037993491	2319.1335	0.28125	0.0062806536
0.039254129	2401.7224	0.29101563	0.0065569454
0.040438771	2486.3176	0.30078125	0.0068754493
0.041569769	2567.9983	0.31054688	0.007093566
0.043831766	2641.6409	0.3203125	0.0073247729
0.045450032	2726.9797	0.33007813	0.0075201103
0.047193468	2805.6082	0.33984375	0.0078960154
0.047756732	2885.5193	0.34960938	0.0080511896
0.050809979	2966.2478	0.359375	0.0083614811
0.051163137	3045.0901	0.36914063	0.0086071119
0.052173436	3122.355	0.37890625	0.0088244444
0.054073334	3202.1333	0.38867188	0.0090390751
0.05504787	3276.3455	0.3984375	0.0093698688
0.05710423	3359.6128	0.40820313	0.0095299939
0.057913363	3435.3945	0.41796875	0.009899186
0.059473515	3514.9771	0.42773438	0.0099867554
0.060327351	3600.3154	0.4375	0.010292122
0.062987208	3681.2781	0.44726563	0.010580105
0.063626468	3759.5481	0.45703125	0.010799134
0.066120923	3841.2188	0.46679688	0.011013881
0.067850947	3916.0122	0.4765625	0.011275554
0.068369508	3998.7585	0.48632813	0.011598735
0.071811676	4078.0278	0.49609375	0.011804726
0.072392821	4160.6494	0.50585938	0.012085257
0.073814392	4241.7227	0.515625	0.012339863
0.075928867	4327.0449	0.52539063	0.012614467
0.076983869	4418.231	0.53515625	0.012901379
0.078329444	4509.1851	0.54492188	0.013136541
0.080528855	4593.1631	0.5546875	0.0134794
0.082464516	4683.4717	0.56445313	0.013805217
0.084225833	4769.8496	0.57421875	0.013970499
0.086005032	4852.6104	0.58398438	0.014288517
0.087676942	4944.4844	0.59375	0.014558323
0.089804828	5026.6484	0.60351563	0.014804419
0.090511143	5110.4429	0.61328125	0.015068275
0.091660023	5194.7861	0.62304688	0.015319524
0.094239414	5275.6885	0.6328125	0.015583577
0.094909966	5355.1392	0.64257813	0.015777862
0.09727031	5437.917	0.65234375	0.016031343
0.098365545	5520.0742	0.66210938	0.016299829
0.099992752	5614.1182	0.671875	0.016633037
0.10149926	5706.0889	0.68164063	0.016968222
0.10483414	5802.9624	0.69140625	0.017185237
0.10594726	5899.9604	0.70117188	0.017549226
0.10774434	5999.1553	0.7109375	0.017795298
0.11000633	6094.2061	0.72070313	0.018079696
0.11124015	6190.0225	0.73046875	0.018384311
0.11323392	6280.4219	0.74023438	0.018663133
0.11483878	6379.3462	0.75	0.018978143
0.11757463	6469.272	0.75976563	0.019247303
0.11860281	6562.9849	0.76953125	0.019586628
0.12118667	6651.1299	0.77929688	0.019870743
0.12280047	6736.9644	0.7890625	0.02012123
0.12415051	6820.7041	0.79882813	0.020385608
0.12561232	6906.8315	0.80859375	0.020661537
0.12727529	6986.2163	0.81835938	0.020885505
0.12953281	7076.3726	0.828125	0.02115028
0.131464	7154.1069	0.83789063	0.021465952
0.13211668	7234.7539	0.84765625	0.021607572
0.1343295	7316.5708	0.85742188	0.021904565
0.13533086	7394.3809	0.8671875	0.022170123
0.13793707	7474.3481	0.87695313	0.022352148
0.1397118	7551.0718	0.88671875	0.022706399
0.14087409	7628.7212	0.89648438	0.022868602
0.14120489	7709.2988	0.90625	0.023056477
0.14404356	7781.9883	0.91601563	0.023427432
0.14448166	7861.0103	0.92578125	0.023592934
0.14665872	7938.6426	0.93554688	0.023858061
0.14786124	8014.8164	0.9453125	0.024053806
0.14912188	8087.6367	0.95507813	0.024343206
0.15095025	8168.209	0.96484375	0.024471462
0.15296191	8240.3564	0.97460938	0.024760896
0.15437454	8315.4824	0.984375	0.024974827
0.1550585	8386.7617	0.99414063	0.025235703
0.15816092	8461.7832	1.0039063	0.025491567
0.15833974	8535.7227	1.0136719	0.025682289
0.15953779	8614.2764	1.0234375	0.025907528
0.16099066	8688.9473	1.0332031	0.026133547
0.16347617	8766.4092	1.0429688	0.026312675
0.16424507	8836.6758	1.0527344	0.026618211
0.16673505	8914.4053	1.0625	0.026805811
0.16761571	8984.0625	1.0722656	0.027090108
0.17037839	9065.3037	1.0820313	0.027398746
0.17050803	9137.8154	1.0917969	0.027595354
0.17238557	9224.7979	1.1015625	0.027769903
0.17453581	9307.9375	1.1113281	0.02808548
0.1757741	9397.5977	1.1210938	0.028412366
0.17745495	9482.168	1.1308594	0.028632278
0.17906427	9571.3008	1.140625	0.028889339
0.18102229	9651.4111	1.1503906	0.029209131
0.18359721	9741.1504	1.1601563	0.029441101
0.18456727	9830.0625	1.1699219	0.029777285
0.18689632	9918.6963	1.1796875	0.030012967
0.18846542	9999.6836	1.1894531	0.030258566
0.18997639	10086.584	1.1992188	0.030609669
0.19089729	10171.041	1.2089844	0.030869545
0.1944378	10261.659	1.21875	0.031027997
0.19434839	10339.328	1.2285156	0.031405263
0.19766986	10432.997	1.2382813	0.031594988
0.1987651	10517.643	1.2480469	0.031859558
0.20044148	10609.859	1.2578125	0.032215994
0.20251125	10693.125	1.2675781	0.032448169
0.20440221	10783.265	1.2773438	0.032689124
0.2045989	10863.018	1.2871094	0.033018634
0.20836294	10953.604	1.296875	0.033321481
0.20890832	11031.003	1.3066406	0.033462003
0.21067858	11112.922	1.3164063	0.033792131
0.21311045	11189.525	1.3261719	0.034078449
0.2140224	11276.389	1.3359375	0.034283396
0.21544397	11351.137	1.3457031	0.034571197
0.21758527	11436.81	1.3554688	0.034868233
0.21938235	11508.668	1.3652344	0.03501137
0.22071898	11592.875	1.375	0.035290923
0.2216354	11667.426	1.3847656	0.035583422
0.22407621	11750.71	1.3945313	0.035853736
0.22429973	11830.188	1.4042969	0.036024235
0.22648126	11913.344	1.4140625	0.036360886
0.22825599	11992.519	1.4238281	0.03664086
0.23024976	12076.036	1.4335938	0.036867328
0.23236871	12151.71	1.4433594	0.037049782
0.2337411	12232.376	1.453125	0.037468538
0.23459494	12306.053	1.4628906	0.037596215
0.23655295	12393.853	1.4726563	0.037861452
0.23863167	12468.458	1.4824219	0.038062692
0.23995936	12552.45	1.4921875	0.038381796
0.24219006	12625.399	1.5019531	0.038550723
0.24400055	12709.315	1.5117188	0.038802411
0.24499297	12784.775	1.5214844	0.039099574
0.24657995	12867.835	1.53125	0.039381135
0.24857819	12938.762	1.5410156	0.039597113
0.25035292	13024.245	1.5507813	0.039845075
0.25099218	13106.896	1.5605469	0.040100858
0.25388896	13189.758	1.5703125	0.040419146
0.25541335	13266.367	1.5800781	0.04060914
0.25702715	13354.879	1.5898438	0.040831715
0.25917739	13428.361	1.5996094	0.041163221
0.26061684	13512.681	1.609375	0.04133264
0.26254356	13588.439	1.6191406	0.041618343
0.26470274	13670.816	1.6289063	0.041890591
0.26497096	13745.908	1.6386719	0.042159609
0.26730895	13826.139	1.6484375	0.042328559
0.26860535	13902.989	1.6582031	0.042635404
0.26973188	13985.171	1.6679688	0.042836364
0.27170777	14056.09	1.6777344	0.043097258
0.27410835	14141.871	1.6875	0.043293081
0.27526617	14213.843	1.6972656	0.043618787
0.2764374	14290.051	1.7070313	0.043934304
0.27800649	14364.438	1.7167969	0.044059753
0.28023273	14449.159	1.7265625	0.044325378
0.28187335	14518.621	1.7363281	0.044604067
0.28308928	14596.498	1.7460938	0.044841204
0.28491318	14669.967	1.7558594	0.045087896
0.28676391	14750.624	1.765625	0.045339648
0.28741211	14823.037	1.7753906	0.045544975
0.28990656	14901.34	1.7851563	0.045829549
0.29046983	14973.816	1.7949219	0.046026513
0.29245466	15057.357	1.8046875	0.046326939
0.29405951	15123.288	1.8144531	0.046406116
0.29490441	15204.729	1.8242188	0.046721525
0.29707253	15277.469	1.8339844	0.047011003
0.29898137	15361.411	1.84375	0.047226336
0.30161887	15436.98	1.8535156	0.047573652
0.30239224	15513.46	1.8632813	0.047740679
0.30266494	15592.042	1.8730469	0.048042148
0.3070727	15671.037	1.8828125	0.048294615
0.30682683	15744.587	1.8925781	0.048444785
0.30924529	15827.687	1.9023438	0.048752151
0.31140894	15899.665	1.9121094	0.048884947
0.31207502	15978.529	1.921875	0.049244527
0.3137514	16048.578	1.9316406	0.049484115
0.31508803	16133.631	1.9414063	0.049612265
0.31677783	16206.139	1.9511719	0.049891815
0.31800717	16289.395	1.9609375	0.050160952
0.31946003	16359.049	1.9707031	0.050449211
0.32141805	16438.391	1.9804688	0.050705064
0.32299608	16512.895	1.9902344	0.050869878
0.32527596	16597.363	2	0.051189523
0.32685846	16672.23	2.0097656	0.051414765
0.32851696	16755.111	2.0195313	0.051801484
0.33070296	16834.211	2.0292969	0.051974986
0.33105165	16915.203	2.0390625	0.052314047
0.33344328	16990.383	2.0488281	0.052415632
0.33607185	17073.561	2.0585938	0.052750431
0.33680052	17150.535	2.0683594	0.052984867
0.33878088	17228.424	2.078125	0.053238694
0.3401354	17305.846	2.0878906	0.053467795
0.34194142	17383.908	2.0976563	0.053739447
0.34331828	17460.465	2.1074219	0.053954884
0.34488738	17542.201	2.1171875	0.054243676
0.34583509	17615.146	2.1269531	0.054396965
0.3483206	17698.115	2.1367188	0.054675493
