MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	10.008789	s	2/4/2020 10:33:12 AM
Axial Displacement	Axial Force	Time	Axial Extensometer
mm	N	s	mm
0.00035315752	211.66843	0.017578125	-0.0002487115
-0.00021010637	211.71045	0.02734375	-0.00025091649
-0.00028163195	211.76425	0.037109375	-0.00016837439
-0.0012874603	211.0569	0.046875	-0.00024063229
0.00035539269	210.60416	0.056640625	-0.00022956374
-0.00031739473	215.16812	0.06640625	-0.00021770029
-8.046627e-05	215.31026	0.076171875	-9.5855648e-05
-0.00029280782	218.50714	0.0859375	-0.00021185806
-0.0012092292	229.65263	0.095703125	-9.6609438e-05
0.00092983246	245.37381	0.10546875	-8.620591e-05
0.0012293458	284.25897	0.11523438	-1.1219527e-05
0.0016674399	351.03806	0.125	0.00019649233
0.0038959086	436.71579	0.13476563	0.00043412182
0.0062070787	549.05585	0.14453125	0.00083235936
0.0080019236	676.83704	0.15429688	0.0011721915
0.0099599361	804.96143	0.1640625	0.0015951664
0.012333691	929.98962	0.17382813	0.0019398611
0.013913959	1052.9706	0.18359375	0.0023260354
0.016792864	1171.0325	0.19335938	0.0026336808
0.019720942	1291.4343	0.203125	0.0031534112
0.021021813	1403.2202	0.21289063	0.0034003833
0.022787601	1517.0504	0.22265625	0.0037322731
0.025241822	1621.2241	0.23242188	0.0041035288
0.027445704	1715.0677	0.2421875	0.004348381
0.028565526	1811.9871	0.25195313	0.0046013789
0.030244142	1899.6715	0.26171875	0.0049204398
0.031916052	1984.8425	0.27148438	0.0052089198
0.033140928	2068.76	0.28125	0.0053941538
0.034759194	2148.6094	0.29101563	0.0056732097
0.036299229	2232.429	0.30078125	0.005831854
0.037010014	2313.4812	0.31054688	0.0061246785
0.039343536	2398.8699	0.3203125	0.0064157429
0.040950626	2482.2949	0.33007813	0.0066369134
0.042238086	2567.7432	0.33984375	0.0069066328
0.043807179	2660.7444	0.34960938	0.0072998572
0.044672191	2745.8589	0.359375	0.0075166067
0.047470629	2829.7534	0.36914063	0.0077980356
0.047582388	2917.8657	0.37890625	0.008024212
0.050711632	3004.9243	0.38867188	0.0082538677
0.052052736	3087.5496	0.3984375	0.0085441303
0.053519011	3174.386	0.40820313	0.0087704929
0.054699183	3255.1829	0.41796875	0.0089925695
0.056791306	3334.4695	0.42773438	0.0092357332
0.057667494	3416.3374	0.4375	0.0095068943
0.058932602	3496.821	0.44726563	0.0097749364
0.060251355	3577.9824	0.45703125	0.010025702
0.062388182	3664.5352	0.46679688	0.010289265
0.063984096	3743.1428	0.4765625	0.010662768
0.065369904	3827.2852	0.48632813	0.010806041
0.066961348	3908.7524	0.49609375	0.011095121
0.067533553	3999.4563	0.50585938	0.011297654
0.069004297	4085.8159	0.515625	0.011582656
0.070823729	4168.0488	0.52539063	0.011868151
0.072397292	4261.022	0.53515625	0.012161482
0.073778629	4344.5625	0.54492188	0.012372551
0.07687211	4440.0522	0.5546875	0.012743428
0.077663362	4529.1475	0.56445313	0.012970768
